issue_id,issue_name,when,action,what,user,milestone_id,milestone,description,milestone_user,ctime,dtime,closetime,status
17,Uniform web page design across all webpages,2017-03-18T15:16:10Z,closed,,user1
16,Prefetching the news article to improve the response time.,2017-02-23T17:14:48Z,assigned,,user2,4,Get Server Side framework up and running,Get basic features up and running. Needs website that can handle periodic news updates.,ZacheryThomas,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2017-04-11T21:40:55Z,closed
16,Prefetching the news article to improve the response time.,2017-02-23T17:14:55Z,labeled,feature,user2,4,Get Server Side framework up and running,Get basic features up and running. Needs website that can handle periodic news updates.,ZacheryThomas,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2017-04-11T21:40:55Z,closed
16,Prefetching the news article to improve the response time.,2017-02-23T17:15:04Z,milestoned,,user2,4,Get Server Side framework up and running,Get basic features up and running. Needs website that can handle periodic news updates.,ZacheryThomas,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2017-04-11T21:40:55Z,closed
16,Prefetching the news article to improve the response time.,2017-03-31T17:26:11Z,closed,,user1,4,Get Server Side framework up and running,Get basic features up and running. Needs website that can handle periodic news updates.,ZacheryThomas,2017-02-06T20:00:07Z,2017-02-28T08:00:00Z,2017-04-11T21:40:55Z,closed
24,User Evaluations Techniques,2017-04-07T16:20:21Z,closed,,user1
18,Better splitting of large news stories on Twitter.,2017-02-23T17:17:10Z,assigned,,user2,5,Explore feasibility of automatic posts to Twitter and Facebook page,"Need to use Twitter and Facebook APIs to post to respective pages. May also explore adding media (images, video) as well.",ZacheryThomas,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2017-04-11T21:40:58Z,closed
18,Better splitting of large news stories on Twitter.,2017-02-23T17:17:10Z,milestoned,,user2,5,Explore feasibility of automatic posts to Twitter and Facebook page,"Need to use Twitter and Facebook APIs to post to respective pages. May also explore adding media (images, video) as well.",ZacheryThomas,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2017-04-11T21:40:58Z,closed
18,Better splitting of large news stories on Twitter.,2017-02-23T17:17:10Z,labeled,enhancement,user2,5,Explore feasibility of automatic posts to Twitter and Facebook page,"Need to use Twitter and Facebook APIs to post to respective pages. May also explore adding media (images, video) as well.",ZacheryThomas,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2017-04-11T21:40:58Z,closed
18,Better splitting of large news stories on Twitter.,2017-03-31T17:38:10Z,closed,,user1,5,Explore feasibility of automatic posts to Twitter and Facebook page,"Need to use Twitter and Facebook APIs to post to respective pages. May also explore adding media (images, video) as well.",ZacheryThomas,2017-02-06T20:00:50Z,2017-02-28T08:00:00Z,2017-04-11T21:40:58Z,closed
26,Refresh newsfeed,2017-03-31T17:25:08Z,closed,,user1
22,Responsive Voice Issue,2017-03-10T17:45:37Z,assigned,,user2
22,Responsive Voice Issue,2017-03-10T17:45:37Z,labeled,bug,user1
22,Responsive Voice Issue,2017-03-31T17:24:55Z,closed,,user1
23,Need to add refresh button.,2017-03-10T17:51:27Z,labeled,feature,user1
23,Need to add refresh button.,2017-03-13T04:20:45Z,closed,,user1
14,Display the news on the same page,2017-02-21T06:46:41Z,labeled,feature,user1
14,Display the news on the same page,2017-02-21T06:47:37Z,unlabeled,feature,user1
14,Display the news on the same page,2017-02-21T06:47:37Z,labeled,help wanted,user1
14,Display the news on the same page,2017-02-23T17:20:04Z,closed,,user1
27,merge changes,2017-03-28T23:05:00Z,closed,,user1
27,merge changes,2017-03-28T23:05:00Z,referenced,,user1
27,merge changes,2017-03-28T23:05:00Z,merged,,user1
20,Automatic scrolling feature for the newsfeed if the newsfeed is overflowing,2017-03-09T03:34:40Z,closed,,user1
25,Creating another database for storing user generated data.,2017-03-18T15:21:43Z,assigned,,user3
25,Creating another database for storing user generated data.,2017-03-31T17:25:56Z,closed,,user1
19,Adding images to the newsfeed,2017-03-10T05:25:35Z,closed,,user1
15,Look into text-to-speech API for third implementation.,2017-03-18T15:17:21Z,closed,,user1
